feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
-0.2706677769084258,0.1941206180605075,-2.4803065294090705,0.1596592933752757,-0.46564348020798496,-0.6241992046400288,0.5222872450811558,-0.9652329839174805,-1.521316541850795,-1.8520015300813695,0.0
-0.2535061201488051,-0.02598241064553708,-2.168615645074174,0.11522600477473488,2.0514553022394426,-1.5980582995524488,-0.7855327991072676,1.0176130763329987,1.184865418250471,-2.3803637442556567,4.0
-0.5522480890181265,-1.8287279350520067,-0.9980130237898996,-0.35033792556203835,-0.357004139746902,1.8874134368831195,0.5619709133709212,-0.7303844591589213,0.34414255383767367,1.005044500764078,4.0
0.47555369176537654,1.1664686946237917,0.9974038979344053,-1.3887418787603611,0.4889589898150538,-1.075758638060697,0.7923602093445767,-0.011945921845603336,1.2186136353283263,0.4382647251533919,2.0
-0.17577671190522218,-0.9107014488012088,0.9636742574448522,-0.9078587528877101,1.0808603643871941,0.33897694553013047,1.3828737882719313,-0.7843561447878292,1.597465245724964,2.474332060517795,0.0
0.6782667951706105,0.7317492707652675,-1.0806177988919634,-0.15975666915385134,-0.36938021788998154,-1.0453046965061905,0.06650778548314373,0.858571430272377,2.346049264900483,-1.496288344808668,2.0
0.4779044729818682,0.5490771507568699,0.9476123978783909,1.3049401041343542,-0.04298663255078952,-0.6048542483551217,-1.8577870767615003,1.3220609976857358,-1.0938113251875996,-0.9150773440040042,3.0
1.3199667042956276,0.7195838026425134,-0.2501435195044215,-0.32793713466704144,-0.09471037856736167,0.8806299159120117,0.08751492897421231,0.17372066900791483,0.33465508246095177,-0.7314696042077636,1.0
-0.623469306146533,-0.19495046969863816,1.393095917706979,-0.9784457433150463,-1.4589585000878393,0.26552759953405625,-1.4701850166812171,1.043211290116857,-0.551052174090491,0.3150024446365406,3.0
-1.2185526382061715,-2.5198398159226514,-0.12545842778574912,0.042908480336457826,0.3056476575273339,0.13999076300498245,0.1346485169050341,-0.2235200607402778,1.1220299357743944,1.9792796239836772,0.0
0.3661873815599456,-2.644659621004421,2.2436860428207375,-1.2042587725720537,0.7600613781804842,-1.5014127545283946,-1.7284205645910609,0.8464762625145322,-0.42483609635113595,2.806892350495606,2.0
0.3774932767822025,3.6989798780415644,2.280332076262245,-0.3739810490612445,-0.6658779399883987,-0.9025494063441669,-2.2071996341907916,3.0223820217253,1.185175519060432,-2.597210368926071,1.0
-1.8094782711001525,-0.5330827087567076,-0.33797832670745476,0.24130663260619017,0.6539993551274857,-2.189517040573666,1.2336012958750944,-1.5755327720572336,-1.2557110241239755,1.027315377294577,1.0
-1.4717261385795626,-0.8326962362049912,1.3029554111485075,-0.6297657749920663,-0.745996534842364,0.2648365539811677,-0.4708131826764981,0.8692361160874938,1.7970627234285959,1.3997177574437618,2.0
0.3346880851635608,0.12871146250459864,-0.08521106962301706,0.33712818983085824,1.9957864996102297,1.190098555038539,1.211523837440246,-1.6318854920667762,-1.869659403576004,0.7085121882592578,1.0
0.6878242958350703,-0.19844740436347919,1.2280818598875578,1.3019298627634959,1.0760410007065406,-0.028324868650851626,-0.5934092027482294,0.26095572011435836,-0.6646493253978522,0.793153380847245,3.0
0.7184012086186007,1.3233352493491735,-0.8928327180901179,-0.1720652072397981,-0.8189710762596311,-0.9868020919628614,-3.424841918152112,2.9962391525435144,-0.39361242971004207,-4.194176134047144,4.0
-0.7241464003254631,-1.7281870306682034,2.110202552750547,0.12691163224407756,0.21704135932664356,0.4384407755517329,-0.9593037602332141,0.6878514478409586,0.508732069775925,2.480559339999003,2.0
-0.282155923764072,-2.527784325521537,2.7954620884139416,-1.566974192345029,-0.052087854475608354,0.1610230675903926,-1.317937497238413,0.6731907815914265,-0.010866333310388443,3.457287242725008,2.0
0.6783998625699911,0.17894039902068415,-0.8169217074179648,1.5331244063298934,-0.5070493235377415,0.2284668600970808,1.3121317938982446,-1.0124268143962911,0.22452816174601842,0.07985645959070564,4.0
-1.0803974722673242,-1.2757162584145068,-1.6834576246456208,1.2201443568432224,-0.46810523948888355,-0.21834701508434315,-0.6892520267580375,0.6996910970945661,1.1721766646231395,-0.9051438869609969,4.0
-0.039924235584331565,3.7148775332328627,-1.979875152714704,0.35695818184027056,0.28581247488837697,-0.31941193033513965,-1.5673117682522406,1.1851266971510834,-2.418085521259446,-5.684435486407073,3.0
0.8092939650392154,-2.978942652873303,-2.884874073626106,0.31152132517100434,0.054971847323317516,-0.2710186912238501,-1.8363593237505724,1.119538950809247,0.5923597140269024,-1.3470296381894558,0.0
-0.4595759898786909,-0.04142471157594463,-0.6416300504853426,-0.2269256065938049,1.8069327679417007,2.2491183367557253,0.8880503373560049,-0.1116479652150072,1.9449459833469838,0.07340512327885618,4.0
0.3318514910378019,-0.284230417318182,2.1506280719473456,-1.650186419932049,1.9641995446541594,-0.15826950792759437,-0.7102302405292344,1.7107094228166018,3.32575059035514,1.4788135364924524,0.0
-0.07518436223060904,-1.686130532455222,-0.7756034053662848,-0.006005628202755916,0.17659995341908702,-0.9157787523487693,-1.6734118423134259,0.5322545470283551,-1.59414005698693,-0.4437685608359274,0.0
-0.22023667837408595,0.01168608401085125,1.2589666299766462,-0.2688547799545123,-0.6268947877115172,0.8151749761415,1.3409479560504078,-1.1873768874032857,-0.24183347829070478,1.9936907998360347,2.0
1.5652711575670721,0.46672542658764193,-0.9823418001232018,-0.04804785007052893,-0.01762997134121041,0.07001082022229159,0.7634605123393854,-1.4706515560199687,-2.6534655038127406,-0.615501924592976,1.0
-0.1442838156100002,2.4817444736153975,-1.4463556672467621,0.021516641959811022,-0.7486985149642515,0.8444472202247164,-1.1168026666274702,0.7455193074074611,-1.9190224674286656,-3.944507027271567,3.0
-1.3835212922381013,-1.018823300668275,0.7248152997032018,-0.8523705755257532,-1.4410706920207765,-0.5024887387804774,-1.549292995556344,0.7770764992009979,-1.0266253033237516,0.3638784867966079,0.0
-0.03080210121118063,-1.3813900649413349,-0.9131964539258272,-0.9064873000120913,0.9219018736828565,0.18588987475082097,-1.623802699543016,0.5229400982299632,-1.6642977777347219,-0.7672667325624339,0.0
-0.5053604551005291,-0.8078706108456596,-0.31949924357675696,-0.6059101017656703,0.42552127426768044,-0.09684832239670349,2.881134906142146,-2.412558616116596,0.5360906591049527,2.377322199054915,4.0
-0.961968422225273,-2.0389844934071935,0.8563278403009207,-2.224452748062527,0.7639155088571294,0.29294754896065184,-0.8026619891735605,-0.2611854297176987,-1.6572770269791866,1.8238481108382207,3.0
